"sname","date","value"
"30Y US Bond",2013-09-04,3.796
"30Y US Bond",2013-09-05,3.886
"30Y US Bond",2013-09-06,3.867
"30Y US Bond",2013-09-07,3.867
"30Y US Bond",2013-09-08,3.877
"30Y US Bond",2013-09-09,3.852
"30Y US Bond",2013-09-10,3.894
"30Y US Bond",2013-09-11,3.851
"30Y US Bond",2013-09-12,3.849
"30Y US Bond",2013-09-13,3.838
"30Y US Bond",2013-09-14,3.838
"30Y US Bond",2013-09-15,3.839
"30Y US Bond",2013-09-16,3.863
"30Y US Bond",2013-09-17,3.831
"30Y US Bond",2013-09-18,3.747
"30Y US Bond",2013-09-19,3.799
"30Y US Bond",2013-09-20,3.764
"30Y US Bond",2013-09-21,3.764
"30Y US Bond",2013-09-22,3.764
"30Y US Bond",2013-09-23,3.728
"30Y US Bond",2013-09-24,3.669
"30Y US Bond",2013-09-25,3.666
"30Y US Bond",2013-09-26,3.698
"30Y US Bond",2013-09-27,3.686
"30Y US Bond",2013-09-28,3.686
"30Y US Bond",2013-09-29,3.671
"30Y US Bond",2013-09-30,3.692
"30Y US Bond",2013-10-01,3.716
"30Y US Bond",2013-10-02,3.702
"30Y US Bond",2013-10-03,3.706
"30Y US Bond",2013-10-04,3.719
"30Y US Bond",2013-10-05,3.719
"30Y US Bond",2013-10-06,3.720
"30Y US Bond",2013-10-07,3.695
"30Y US Bond",2013-10-08,3.694
"30Y US Bond",2013-10-09,3.736
"30Y US Bond",2013-10-10,3.733
"30Y US Bond",2013-10-11,3.745
"30Y US Bond",2013-10-12,3.745
"30Y US Bond",2013-10-13,3.745
"30Y US Bond",2013-10-14,3.796
"30Y US Bond",2013-10-15,3.783
"30Y US Bond",2013-10-16,3.722
"30Y US Bond",2013-10-17,3.661
"30Y US Bond",2013-10-18,3.649
"30Y US Bond",2013-10-19,3.649
"30Y US Bond",2013-10-20,3.653
"30Y US Bond",2013-10-21,3.672
"30Y US Bond",2013-10-22,3.611
"30Y US Bond",2013-10-23,3.590
"30Y US Bond",2013-10-24,3.613
"30Y US Bond",2013-10-25,3.601
"30Y US Bond",2013-10-26,3.601
"30Y US Bond",2013-10-27,3.602
"30Y US Bond",2013-10-28,3.618
"30Y US Bond",2013-10-29,3.613
"30Y US Bond",2013-10-30,3.642
"30Y US Bond",2013-10-31,3.639
"30Y US Bond",2013-11-01,3.694
"30Y US Bond",2013-11-02,3.694
"30Y US Bond",2013-11-03,3.694
"30Y US Bond",2013-11-04,3.694
"30Y US Bond",2013-11-05,3.771
"30Y US Bond",2013-11-06,3.776
"30Y US Bond",2013-11-07,3.707
"30Y US Bond",2013-11-08,3.848
"30Y US Bond",2013-11-09,3.848
"30Y US Bond",2013-11-10,3.848
"30Y US Bond",2013-11-11,3.872
"30Y US Bond",2013-11-12,3.857
"30Y US Bond",2013-11-13,3.826
"30Y US Bond",2013-11-14,3.789
"30Y US Bond",2013-11-15,3.796
"30Y US Bond",2013-11-16,3.796
"30Y US Bond",2013-11-17,3.804
"30Y US Bond",2013-11-18,3.757
"30Y US Bond",2013-11-19,3.804
"30Y US Bond",2013-11-20,3.916
"30Y US Bond",2013-11-21,3.889
"30Y US Bond",2013-11-22,3.833
"30Y US Bond",2013-11-23,3.833
"30Y US Bond",2013-11-24,3.835
"30Y US Bond",2013-11-25,3.820
"30Y US Bond",2013-11-26,3.800
"30Y US Bond",2013-11-27,3.817
"30Y US Bond",2013-11-28,3.823
"30Y US Bond",2013-11-29,3.817
"30Y US Bond",2013-11-30,3.817
"30Y US Bond",2013-12-01,3.824
"30Y US Bond",2013-12-02,3.858
"30Y US Bond",2013-12-03,3.846
"30Y US Bond",2013-12-04,3.903
"30Y US Bond",2013-12-05,3.916
"30Y US Bond",2013-12-06,3.890
"30Y US Bond",2013-12-07,3.890
"30Y US Bond",2013-12-08,3.897
"30Y US Bond",2013-12-09,3.872
"30Y US Bond",2013-12-10,3.840
"30Y US Bond",2013-12-11,3.887
"30Y US Bond",2013-12-12,3.895
"30Y US Bond",2013-12-13,3.875
"30Y US Bond",2013-12-14,3.875
"30Y US Bond",2013-12-15,3.876
"30Y US Bond",2013-12-16,3.896
"30Y US Bond",2013-12-17,3.867
"30Y US Bond",2013-12-18,3.907
"30Y US Bond",2013-12-19,3.911
"30Y US Bond",2013-12-20,3.827
"30Y US Bond",2013-12-21,3.827
"30Y US Bond",2013-12-22,3.827
"30Y US Bond",2013-12-23,3.851
"30Y US Bond",2013-12-24,3.897
"30Y US Bond",2013-12-25,3.910
"30Y US Bond",2013-12-26,3.926
"30Y US Bond",2013-12-27,3.940
"30Y US Bond",2013-12-28,3.940
"30Y US Bond",2013-12-29,4.004
"30Y US Bond",2013-12-30,3.903
"30Y US Bond",2013-12-31,3.964
"30Y US Bond",2014-01-01,3.964
"30Y US Bond",2014-01-02,3.923
"30Y US Bond",2014-01-03,3.926
"30Y US Bond",2014-01-04,3.926
"30Y US Bond",2014-01-05,3.940
"30Y US Bond",2014-01-06,3.902
"30Y US Bond",2014-01-07,3.886
"30Y US Bond",2014-01-08,3.894
"30Y US Bond",2014-01-09,3.880
"30Y US Bond",2014-01-10,3.802
"30Y US Bond",2014-01-11,3.802
"30Y US Bond",2014-01-12,3.801
"30Y US Bond",2014-01-13,3.775
"30Y US Bond",2014-01-14,3.804
"30Y US Bond",2014-01-15,3.824
"30Y US Bond",2014-01-16,3.773
"30Y US Bond",2014-01-17,3.751
"30Y US Bond",2014-01-18,3.751
"30Y US Bond",2014-01-19,3.751
"30Y US Bond",2014-01-20,3.750
"30Y US Bond",2014-01-21,3.750
"30Y US Bond",2014-01-22,3.762
"30Y US Bond",2014-01-23,3.684
"30Y US Bond",2014-01-24,3.635
"30Y US Bond",2014-01-25,3.635
"30Y US Bond",2014-01-26,3.634
"30Y US Bond",2014-01-27,3.667
"30Y US Bond",2014-01-28,3.674
"30Y US Bond",2014-01-29,3.618
"30Y US Bond",2014-01-30,3.637
"30Y US Bond",2014-01-31,3.599
"30Y US Bond",2014-02-01,3.599
"30Y US Bond",2014-02-02,3.615
"30Y US Bond",2014-02-03,3.532
"30Y US Bond",2014-02-04,3.602
"30Y US Bond",2014-02-05,3.649
"30Y US Bond",2014-02-06,3.669
"30Y US Bond",2014-02-07,3.674
"30Y US Bond",2014-02-08,3.674
"30Y US Bond",2014-02-09,3.672
"30Y US Bond",2014-02-10,3.653
"30Y US Bond",2014-02-11,3.690
"30Y US Bond",2014-02-12,3.722
"30Y US Bond",2014-02-13,3.684
"30Y US Bond",2014-02-14,3.698
"30Y US Bond",2014-02-15,3.698
"30Y US Bond",2014-02-16,3.698
"30Y US Bond",2014-02-17,3.700
"30Y US Bond",2014-02-18,3.679
"30Y US Bond",2014-02-19,3.713
"30Y US Bond",2014-02-20,3.724
"30Y US Bond",2014-02-21,3.695
"30Y US Bond",2014-02-22,3.695
"30Y US Bond",2014-02-23,3.696
"30Y US Bond",2014-02-24,3.700
"30Y US Bond",2014-02-25,3.660
"30Y US Bond",2014-02-26,3.627
"30Y US Bond",2014-02-27,3.592
"30Y US Bond",2014-02-28,3.584
"30Y US Bond",2014-03-01,3.584
"30Y US Bond",2014-03-02,3.558
"30Y US Bond",2014-03-03,3.555
"30Y US Bond",2014-03-04,3.649
"30Y US Bond",2014-03-05,3.648
"30Y US Bond",2014-03-06,3.692
"30Y US Bond",2014-03-07,3.721
"30Y US Bond",2014-03-08,3.721
"30Y US Bond",2014-03-09,3.724
"30Y US Bond",2014-03-10,3.723
"30Y US Bond",2014-03-11,3.710
"30Y US Bond",2014-03-12,3.674
"30Y US Bond",2014-03-13,3.591
"30Y US Bond",2014-03-14,3.600
"30Y US Bond",2014-03-15,3.600
"30Y US Bond",2014-03-16,3.583
"30Y US Bond",2014-03-17,3.631
"30Y US Bond",2014-03-18,3.615
"30Y US Bond",2014-03-19,3.659
"30Y US Bond",2014-03-20,3.665
"30Y US Bond",2014-03-21,3.609
"30Y US Bond",2014-03-22,3.609
"30Y US Bond",2014-03-23,3.617
"30Y US Bond",2014-03-24,3.562
"30Y US Bond",2014-03-25,3.592
"30Y US Bond",2014-03-26,3.542
"30Y US Bond",2014-03-27,3.528
"30Y US Bond",2014-03-28,3.548
"30Y US Bond",2014-03-29,3.548
"30Y US Bond",2014-03-30,3.549
"30Y US Bond",2014-03-31,3.560
"30Y US Bond",2014-04-01,3.607
"30Y US Bond",2014-04-02,3.649
"30Y US Bond",2014-04-03,3.631
"30Y US Bond",2014-04-04,3.587
"30Y US Bond",2014-04-05,3.587
"30Y US Bond",2014-04-06,3.580
"30Y US Bond",2014-04-07,3.557
"30Y US Bond",2014-04-08,3.541
"30Y US Bond",2014-04-09,3.574
"30Y US Bond",2014-04-10,3.514
"30Y US Bond",2014-04-11,3.489
"30Y US Bond",2014-04-12,3.489
"30Y US Bond",2014-04-13,3.466
"30Y US Bond",2014-04-14,3.491
"30Y US Bond",2014-04-15,3.464
"30Y US Bond",2014-04-16,3.449
"30Y US Bond",2014-04-17,3.517
"30Y US Bond",2014-04-18,3.517
"30Y US Bond",2014-04-19,3.517
"30Y US Bond",2014-04-20,3.517
"30Y US Bond",2014-04-21,3.519
"30Y US Bond",2014-04-22,3.493
"30Y US Bond",2014-04-23,3.474
"30Y US Bond",2014-04-24,3.456
"30Y US Bond",2014-04-25,3.444
"30Y US Bond",2014-04-26,3.444
"30Y US Bond",2014-04-27,3.449
"30Y US Bond",2014-04-28,3.494
"30Y US Bond",2014-04-29,3.494
"30Y US Bond",2014-04-30,3.457
"30Y US Bond",2014-05-01,3.408
"30Y US Bond",2014-05-02,3.365
"30Y US Bond",2014-05-03,3.365
"30Y US Bond",2014-05-04,3.365
"30Y US Bond",2014-05-05,3.402
"30Y US Bond",2014-05-06,3.385
"30Y US Bond",2014-05-07,3.402
"30Y US Bond",2014-05-08,3.430
"30Y US Bond",2014-05-09,3.465
"30Y US Bond",2014-05-10,3.465
"30Y US Bond",2014-05-11,3.468
"30Y US Bond",2014-05-12,3.496
"30Y US Bond",2014-05-13,3.444
"30Y US Bond",2014-05-14,3.377
"30Y US Bond",2014-05-15,3.332
"30Y US Bond",2014-05-16,3.346
"30Y US Bond",2014-05-17,3.346
"30Y US Bond",2014-05-18,3.343
"30Y US Bond",2014-05-19,3.388
"30Y US Bond",2014-05-20,3.388
"30Y US Bond",2014-05-21,3.414
"30Y US Bond",2014-05-22,3.427
"30Y US Bond",2014-05-23,3.398
"30Y US Bond",2014-05-24,3.398
"30Y US Bond",2014-05-25,3.398
"30Y US Bond",2014-05-26,3.401
"30Y US Bond",2014-05-27,3.365
"30Y US Bond",2014-05-28,3.293
"30Y US Bond",2014-05-29,3.329
"30Y US Bond",2014-05-30,3.327
"30Y US Bond",2014-05-31,3.327
"30Y US Bond",2014-06-01,3.333
"30Y US Bond",2014-06-02,3.368
"30Y US Bond",2014-06-03,3.439
"30Y US Bond",2014-06-04,3.444
"30Y US Bond",2014-06-05,3.436
"30Y US Bond",2014-06-06,3.440
"30Y US Bond",2014-06-07,3.440
"30Y US Bond",2014-06-08,3.437
"30Y US Bond",2014-06-09,3.445
"30Y US Bond",2014-06-10,3.474
"30Y US Bond",2014-06-11,3.468
"30Y US Bond",2014-06-12,3.415
"30Y US Bond",2014-06-13,3.417
"30Y US Bond",2014-06-14,3.417
"30Y US Bond",2014-06-15,3.408
"30Y US Bond",2014-06-16,3.395
"30Y US Bond",2014-06-17,3.443
"30Y US Bond",2014-06-18,3.404
"30Y US Bond",2014-06-19,3.466
"30Y US Bond",2014-06-20,3.434
"30Y US Bond",2014-06-21,3.434
"30Y US Bond",2014-06-22,3.440
"30Y US Bond",2014-06-23,3.453
"30Y US Bond",2014-06-24,3.397
"30Y US Bond",2014-06-25,3.383
"30Y US Bond",2014-06-26,3.357
"30Y US Bond",2014-06-27,3.368
"30Y US Bond",2014-06-28,3.368
"30Y US Bond",2014-06-29,3.365
"30Y US Bond",2014-06-30,3.361
"30Y US Bond",2014-07-01,3.399
"30Y US Bond",2014-07-02,3.463
"30Y US Bond",2014-07-03,3.470
"30Y US Bond",2014-07-04,3.470
"30Y US Bond",2014-07-05,3.470
"30Y US Bond",2014-07-06,3.478
"30Y US Bond",2014-07-07,3.438
"30Y US Bond",2014-07-08,3.377
"30Y US Bond",2014-07-09,3.378
"30Y US Bond",2014-07-10,3.371
"30Y US Bond",2014-07-11,3.337
"30Y US Bond",2014-07-12,3.337
"30Y US Bond",2014-07-13,3.343
"30Y US Bond",2014-07-14,3.372
"30Y US Bond",2014-07-15,3.372
"30Y US Bond",2014-07-16,3.340
"30Y US Bond",2014-07-17,3.264
"30Y US Bond",2014-07-18,3.288
"30Y US Bond",2014-07-19,3.288
"30Y US Bond",2014-07-20,3.288
"30Y US Bond",2014-07-21,3.258
"30Y US Bond",2014-07-22,3.253
"30Y US Bond",2014-07-23,3.265
"30Y US Bond",2014-07-24,3.293
"30Y US Bond",2014-07-25,3.239
"30Y US Bond",2014-07-26,3.239
"30Y US Bond",2014-07-27,3.242
"30Y US Bond",2014-07-28,3.255
"30Y US Bond",2014-07-29,3.227
"30Y US Bond",2014-07-30,3.313
"30Y US Bond",2014-07-31,3.319
"30Y US Bond",2014-08-01,3.282
"30Y US Bond",2014-08-02,3.282
"30Y US Bond",2014-08-03,3.286
"30Y US Bond",2014-08-04,3.291
"30Y US Bond",2014-08-05,3.286
"30Y US Bond",2014-08-06,3.268
"30Y US Bond",2014-08-07,3.221
"30Y US Bond",2014-08-08,3.230
"30Y US Bond",2014-08-09,3.230
"30Y US Bond",2014-08-10,3.240
"30Y US Bond",2014-08-11,3.242
"30Y US Bond",2014-08-12,3.276
"30Y US Bond",2014-08-13,3.246
"30Y US Bond",2014-08-14,3.193
"30Y US Bond",2014-08-15,3.130
"30Y US Bond",2014-08-16,3.130
"30Y US Bond",2014-08-17,3.147
"30Y US Bond",2014-08-18,3.198
"30Y US Bond",2014-08-19,3.216
"30Y US Bond",2014-08-20,3.218
"30Y US Bond",2014-08-21,3.190
"30Y US Bond",2014-08-22,3.159
"30Y US Bond",2014-08-23,3.159
"30Y US Bond",2014-08-24,3.168
"30Y US Bond",2014-08-25,3.133
"30Y US Bond",2014-08-26,3.163
"30Y US Bond",2014-08-27,3.105
"30Y US Bond",2014-08-28,3.075
"30Y US Bond",2014-08-29,3.084
"30Y US Bond",2014-08-30,3.084
"30Y US Bond",2014-08-31,3.084
"30Y US Bond",2014-09-01,3.092
"30Y US Bond",2014-09-02,3.177
"30Y US Bond",2014-09-03,3.143
"30Y US Bond",2014-09-04,3.210
"30Y US Bond",2014-09-05,3.227
"30Y US Bond",2014-09-06,3.227
"30Y US Bond",2014-09-07,3.223
"30Y US Bond",2014-09-08,3.223
"30Y US Bond",2014-09-09,3.231
"30Y US Bond",2014-09-10,3.272
"30Y US Bond",2014-09-11,3.276
"30Y US Bond",2014-09-12,3.343
"30Y US Bond",2014-09-13,3.343
"30Y US Bond",2014-09-14,3.351
"30Y US Bond",2014-09-15,3.345
"30Y US Bond",2014-09-16,3.361
"30Y US Bond",2014-09-17,3.368
"30Y US Bond",2014-09-18,3.349
"30Y US Bond",2014-09-19,3.287
"30Y US Bond",2014-09-20,3.287
"30Y US Bond",2014-09-21,3.279
"30Y US Bond",2014-09-22,3.287
"30Y US Bond",2014-09-23,3.245
"30Y US Bond",2014-09-24,3.280
"30Y US Bond",2014-09-25,3.212
"30Y US Bond",2014-09-26,3.215
"30Y US Bond",2014-09-27,3.215
"30Y US Bond",2014-09-28,3.203
"30Y US Bond",2014-09-29,3.168
"30Y US Bond",2014-09-30,3.202
"30Y US Bond",2014-10-01,3.097
"30Y US Bond",2014-10-02,3.148
"30Y US Bond",2014-10-03,3.125
"30Y US Bond",2014-10-04,3.125
"30Y US Bond",2014-10-05,3.130
"30Y US Bond",2014-10-06,3.127
"30Y US Bond",2014-10-07,3.046
"30Y US Bond",2014-10-08,3.055
"30Y US Bond",2014-10-09,3.063
"30Y US Bond",2014-10-10,3.014
"30Y US Bond",2014-10-11,3.014
"30Y US Bond",2014-10-12,3.014
"30Y US Bond",2014-10-13,2.994
"30Y US Bond",2014-10-14,2.952
"30Y US Bond",2014-10-15,2.909
"30Y US Bond",2014-10-16,2.935
"30Y US Bond",2014-10-17,2.973
"30Y US Bond",2014-10-18,2.973
"30Y US Bond",2014-10-19,2.989
"30Y US Bond",2014-10-20,2.969
"30Y US Bond",2014-10-21,3.000
"30Y US Bond",2014-10-22,2.994
"30Y US Bond",2014-10-23,3.049
"30Y US Bond",2014-10-24,3.041
"30Y US Bond",2014-10-25,3.041
"30Y US Bond",2014-10-26,3.058
"30Y US Bond",2014-10-27,3.037
"30Y US Bond",2014-10-28,3.073
"30Y US Bond",2014-10-29,3.053
"30Y US Bond",2014-10-30,3.048
"30Y US Bond",2014-10-31,3.066
"30Y US Bond",2014-11-01,3.066
"30Y US Bond",2014-11-02,3.066
"30Y US Bond",2014-11-03,3.067
"30Y US Bond",2014-11-04,3.049
"30Y US Bond",2014-11-05,3.062
"30Y US Bond",2014-11-06,3.101
"30Y US Bond",2014-11-07,3.033
"30Y US Bond",2014-11-08,3.033
"30Y US Bond",2014-11-09,3.037
"30Y US Bond",2014-11-10,3.092
"30Y US Bond",2014-11-11,3.090
"30Y US Bond",2014-11-12,3.105
"30Y US Bond",2014-11-13,3.073
"30Y US Bond",2014-11-14,3.043
"30Y US Bond",2014-11-15,3.043
"30Y US Bond",2014-11-16,3.039
"30Y US Bond",2014-11-17,3.064
"30Y US Bond",2014-11-18,3.040
"30Y US Bond",2014-11-19,3.077
"30Y US Bond",2014-11-20,3.054
"30Y US Bond",2014-11-21,3.019
"30Y US Bond",2014-11-22,3.019
"30Y US Bond",2014-11-23,3.019
"30Y US Bond",2014-11-24,3.018
"30Y US Bond",2014-11-25,2.964
"30Y US Bond",2014-11-26,2.954
"30Y US Bond",2014-11-27,2.924
"30Y US Bond",2014-11-28,2.893
"30Y US Bond",2014-11-29,2.893
"30Y US Bond",2014-11-30,2.897
"30Y US Bond",2014-12-01,2.963
"30Y US Bond",2014-12-02,3.013
"30Y US Bond",2014-12-03,2.987
"30Y US Bond",2014-12-04,2.935
"30Y US Bond",2014-12-05,2.965
"30Y US Bond",2014-12-06,2.965
"30Y US Bond",2014-12-07,2.969
"30Y US Bond",2014-12-08,2.905
"30Y US Bond",2014-12-09,2.869
"30Y US Bond",2014-12-10,2.838
"30Y US Bond",2014-12-11,2.811
"30Y US Bond",2014-12-12,2.741
"30Y US Bond",2014-12-13,2.741
"30Y US Bond",2014-12-14,2.737
"30Y US Bond",2014-12-15,2.742
"30Y US Bond",2014-12-16,2.690
"30Y US Bond",2014-12-17,2.730
"30Y US Bond",2014-12-18,2.818
"30Y US Bond",2014-12-19,2.754
"30Y US Bond",2014-12-20,2.754
"30Y US Bond",2014-12-21,2.757
"30Y US Bond",2014-12-22,2.741
"30Y US Bond",2014-12-23,2.858
"30Y US Bond",2014-12-24,2.834
"30Y US Bond",2014-12-25,2.825
"30Y US Bond",2014-12-26,2.817
"30Y US Bond",2014-12-27,2.817
"30Y US Bond",2014-12-28,2.816
"30Y US Bond",2014-12-29,2.773
"30Y US Bond",2014-12-30,2.759
"30Y US Bond",2014-12-31,2.749
"30Y US Bond",2015-01-01,2.749
"30Y US Bond",2015-01-02,2.689
"30Y US Bond",2015-01-03,2.689
"30Y US Bond",2015-01-04,2.678
"30Y US Bond",2015-01-05,2.603
"30Y US Bond",2015-01-06,2.499
"30Y US Bond",2015-01-07,2.532
"30Y US Bond",2015-01-08,2.599
"30Y US Bond",2015-01-09,2.532
"30Y US Bond",2015-01-10,2.532
"30Y US Bond",2015-01-11,2.532
"30Y US Bond",2015-01-12,2.495
"30Y US Bond",2015-01-13,2.502
"30Y US Bond",2015-01-14,2.466
"30Y US Bond",2015-01-15,2.367
"30Y US Bond",2015-01-16,2.446
"30Y US Bond",2015-01-17,2.446
"30Y US Bond",2015-01-18,2.446
"30Y US Bond",2015-01-19,2.426
"30Y US Bond",2015-01-20,2.379
"30Y US Bond",2015-01-21,2.466
"30Y US Bond",2015-01-22,2.444
"30Y US Bond",2015-01-23,2.365
"30Y US Bond",2015-01-24,2.365
"30Y US Bond",2015-01-25,2.355
"30Y US Bond",2015-01-26,2.398
"30Y US Bond",2015-01-27,2.399
"30Y US Bond",2015-01-28,2.288
"30Y US Bond",2015-01-29,2.319
"30Y US Bond",2015-01-30,2.223
"30Y US Bond",2015-01-31,2.223
"30Y US Bond",2015-02-01,2.231
"30Y US Bond",2015-02-02,2.257
"30Y US Bond",2015-02-03,2.387
"30Y US Bond",2015-02-04,2.341
"30Y US Bond",2015-02-05,2.429
"30Y US Bond",2015-02-06,2.531
"30Y US Bond",2015-02-07,2.531
"30Y US Bond",2015-02-08,2.515
"30Y US Bond",2015-02-09,2.550
"30Y US Bond",2015-02-10,2.582
"30Y US Bond",2015-02-11,2.588
"30Y US Bond",2015-02-12,2.578
"30Y US Bond",2015-02-13,2.647
"30Y US Bond",2015-02-14,2.647
"30Y US Bond",2015-02-15,2.647
"30Y US Bond",2015-02-16,2.639
"30Y US Bond",2015-02-17,2.733
"30Y US Bond",2015-02-18,2.716
"30Y US Bond",2015-02-19,2.741
"30Y US Bond",2015-02-20,2.718
"30Y US Bond",2015-02-21,2.718
"30Y US Bond",2015-02-22,2.718
"30Y US Bond",2015-02-23,2.658
"30Y US Bond",2015-02-24,2.584
"30Y US Bond",2015-02-25,2.572
"30Y US Bond",2015-02-26,2.632
"30Y US Bond",2015-02-27,2.593
"30Y US Bond",2015-02-28,2.593
"30Y US Bond",2015-03-01,2.602
"30Y US Bond",2015-03-02,2.686
"30Y US Bond",2015-03-03,2.717
"30Y US Bond",2015-03-04,2.720
"30Y US Bond",2015-03-05,2.726
"30Y US Bond",2015-03-06,2.845
"30Y US Bond",2015-03-07,2.845
"30Y US Bond",2015-03-08,2.849
"30Y US Bond",2015-03-09,2.796
"30Y US Bond",2015-03-10,2.708
"30Y US Bond",2015-03-11,2.685
"30Y US Bond",2015-03-12,2.694
"30Y US Bond",2015-03-13,2.700
"30Y US Bond",2015-03-14,2.700
"30Y US Bond",2015-03-15,2.690
"30Y US Bond",2015-03-16,2.646
"30Y US Bond",2015-03-17,2.607
"30Y US Bond",2015-03-18,2.509
"30Y US Bond",2015-03-19,2.528
"30Y US Bond",2015-03-20,2.507
"30Y US Bond",2015-03-21,2.507
"30Y US Bond",2015-03-22,2.502
"30Y US Bond",2015-03-23,2.509
"30Y US Bond",2015-03-24,2.466
"30Y US Bond",2015-03-25,2.507
"30Y US Bond",2015-03-26,2.587
"30Y US Bond",2015-03-27,2.535
"30Y US Bond",2015-03-28,2.535
"30Y US Bond",2015-03-29,2.536
"30Y US Bond",2015-03-30,2.552
"30Y US Bond",2015-03-31,2.540
"30Y US Bond",2015-04-01,2.466
"30Y US Bond",2015-04-02,2.535
"30Y US Bond",2015-04-03,2.488
"30Y US Bond",2015-04-04,2.488
"30Y US Bond",2015-04-05,2.489
"30Y US Bond",2015-04-06,2.557
"30Y US Bond",2015-04-07,2.520
"30Y US Bond",2015-04-08,2.530
"30Y US Bond",2015-04-09,2.598
"30Y US Bond",2015-04-10,2.584
"30Y US Bond",2015-04-11,2.584
"30Y US Bond",2015-04-12,2.584
"30Y US Bond",2015-04-13,2.575
"30Y US Bond",2015-04-14,2.543
"30Y US Bond",2015-04-15,2.540
"30Y US Bond",2015-04-16,2.578
"30Y US Bond",2015-04-17,2.518
"30Y US Bond",2015-04-18,2.518
"30Y US Bond",2015-04-19,2.526
"30Y US Bond",2015-04-20,2.556
"30Y US Bond",2015-04-21,2.584
"30Y US Bond",2015-04-22,2.665
"30Y US Bond",2015-04-23,2.648
"30Y US Bond",2015-04-24,2.614
"30Y US Bond",2015-04-25,2.614
"30Y US Bond",2015-04-26,2.608
"30Y US Bond",2015-04-27,2.617
"30Y US Bond",2015-04-28,2.704
"30Y US Bond",2015-04-29,2.760
"30Y US Bond",2015-04-30,2.744
"30Y US Bond",2015-05-01,2.826
"30Y US Bond",2015-05-02,2.826
"30Y US Bond",2015-05-03,2.826
"30Y US Bond",2015-05-04,2.878
"30Y US Bond",2015-05-05,2.908
"30Y US Bond",2015-05-06,3.006
"30Y US Bond",2015-05-07,2.907
"30Y US Bond",2015-05-08,2.896
"30Y US Bond",2015-05-09,2.896
"30Y US Bond",2015-05-10,2.890
"30Y US Bond",2015-05-11,3.051
"30Y US Bond",2015-05-12,3.010
"30Y US Bond",2015-05-13,3.085
"30Y US Bond",2015-05-14,3.056
"30Y US Bond",2015-05-15,2.935
"30Y US Bond",2015-05-16,2.935
"30Y US Bond",2015-05-17,2.943
"30Y US Bond",2015-05-18,3.030
"30Y US Bond",2015-05-19,3.074
"30Y US Bond",2015-05-20,3.058
"30Y US Bond",2015-05-21,2.991
"30Y US Bond",2015-05-22,2.986
"30Y US Bond",2015-05-23,2.986
"30Y US Bond",2015-05-24,2.986
"30Y US Bond",2015-05-25,2.972
"30Y US Bond",2015-05-26,2.902
"30Y US Bond",2015-05-27,2.868
"30Y US Bond",2015-05-28,2.886
"30Y US Bond",2015-05-29,2.883
"30Y US Bond",2015-05-30,2.883
"30Y US Bond",2015-05-31,2.888
"30Y US Bond",2015-06-01,2.935
"30Y US Bond",2015-06-02,3.016
"30Y US Bond",2015-06-03,3.100
"30Y US Bond",2015-06-04,3.043
"30Y US Bond",2015-06-05,3.115
"30Y US Bond",2015-06-06,3.115
"30Y US Bond",2015-06-07,3.118
"30Y US Bond",2015-06-08,3.114
"30Y US Bond",2015-06-09,3.173
"30Y US Bond",2015-06-10,3.216
"30Y US Bond",2015-06-11,3.096
"30Y US Bond",2015-06-12,3.102
"30Y US Bond",2015-06-13,3.102
"30Y US Bond",2015-06-14,3.062
"30Y US Bond",2015-06-15,3.088
"30Y US Bond",2015-06-16,3.041
"30Y US Bond",2015-06-17,3.096
"30Y US Bond",2015-06-18,3.130
"30Y US Bond",2015-06-19,3.049
"30Y US Bond",2015-06-20,3.049
"30Y US Bond",2015-06-21,3.074
"30Y US Bond",2015-06-22,3.162
"30Y US Bond",2015-06-23,3.205
"30Y US Bond",2015-06-24,3.152
"30Y US Bond",2015-06-25,3.177
"30Y US Bond",2015-06-26,3.242
"30Y US Bond",2015-06-27,3.242
"30Y US Bond",2015-06-28,3.094
"30Y US Bond",2015-06-29,3.101
"30Y US Bond",2015-06-30,3.119
"30Y US Bond",2015-07-01,3.207
"30Y US Bond",2015-07-02,3.190
"30Y US Bond",2015-07-03,3.190
"30Y US Bond",2015-07-04,3.190
"30Y US Bond",2015-07-05,3.087
"30Y US Bond",2015-07-06,3.087
"30Y US Bond",2015-07-07,3.035
"30Y US Bond",2015-07-08,2.979
"30Y US Bond",2015-07-09,3.116
"30Y US Bond",2015-07-10,3.192
"30Y US Bond",2015-07-11,3.192
"30Y US Bond",2015-07-12,3.181
"30Y US Bond",2015-07-13,3.227
"30Y US Bond",2015-07-14,3.192
"30Y US Bond",2015-07-15,3.142
"30Y US Bond",2015-07-16,3.114
"30Y US Bond",2015-07-17,3.080
"30Y US Bond",2015-07-18,3.080
"30Y US Bond",2015-07-19,3.080
"30Y US Bond",2015-07-20,3.106
"30Y US Bond",2015-07-21,3.067
"30Y US Bond",2015-07-22,3.045
"30Y US Bond",2015-07-23,2.969
"30Y US Bond",2015-07-24,2.960
"30Y US Bond",2015-07-25,2.960
"30Y US Bond",2015-07-26,2.959
"30Y US Bond",2015-07-27,2.928
"30Y US Bond",2015-07-28,2.963
"30Y US Bond",2015-07-29,3.001
"30Y US Bond",2015-07-30,2.943
"30Y US Bond",2015-07-31,2.909
"30Y US Bond",2015-08-01,2.909
"30Y US Bond",2015-08-02,2.918
"30Y US Bond",2015-08-03,2.854
