"sname","date","value"
"30Y US Bond",2011-10-06,2.957
"30Y US Bond",2011-10-07,3.017
"30Y US Bond",2011-10-08,3.017
"30Y US Bond",2011-10-09,3.017
"30Y US Bond",2011-10-10,3.017
"30Y US Bond",2011-10-11,3.109
"30Y US Bond",2011-10-12,3.197
"30Y US Bond",2011-10-13,3.152
"30Y US Bond",2011-10-14,3.238
"30Y US Bond",2011-10-15,3.238
"30Y US Bond",2011-10-16,3.238
"30Y US Bond",2011-10-17,3.128
"30Y US Bond",2011-10-18,3.170
"30Y US Bond",2011-10-19,3.175
"30Y US Bond",2011-10-20,3.215
"30Y US Bond",2011-10-21,3.262
"30Y US Bond",2011-10-22,3.262
"30Y US Bond",2011-10-23,3.262
"30Y US Bond",2011-10-24,3.272
"30Y US Bond",2011-10-25,3.135
"30Y US Bond",2011-10-26,3.222
"30Y US Bond",2011-10-27,3.445
"30Y US Bond",2011-10-28,3.379
"30Y US Bond",2011-10-29,3.379
"30Y US Bond",2011-10-30,3.379
"30Y US Bond",2011-10-31,3.131
"30Y US Bond",2011-11-01,3.003
"30Y US Bond",2011-11-02,3.009
"30Y US Bond",2011-11-03,3.122
"30Y US Bond",2011-11-04,3.095
"30Y US Bond",2011-11-05,3.095
"30Y US Bond",2011-11-06,3.095
"30Y US Bond",2011-11-07,3.080
"30Y US Bond",2011-11-08,3.138
"30Y US Bond",2011-11-09,3.025
"30Y US Bond",2011-11-10,3.109
"30Y US Bond",2011-11-11,3.109
"30Y US Bond",2011-11-12,3.109
"30Y US Bond",2011-11-13,3.109
"30Y US Bond",2011-11-14,3.087
"30Y US Bond",2011-11-15,3.083
"30Y US Bond",2011-11-16,3.029
"30Y US Bond",2011-11-17,2.985
"30Y US Bond",2011-11-18,2.993
"30Y US Bond",2011-11-19,2.993
"30Y US Bond",2011-11-20,2.993
"30Y US Bond",2011-11-21,2.949
"30Y US Bond",2011-11-22,2.886
"30Y US Bond",2011-11-23,2.842
"30Y US Bond",2011-11-24,2.842
"30Y US Bond",2011-11-25,2.922
"30Y US Bond",2011-11-26,2.922
"30Y US Bond",2011-11-27,2.922
"30Y US Bond",2011-11-28,2.930
"30Y US Bond",2011-11-29,2.956
"30Y US Bond",2011-11-30,3.055
"30Y US Bond",2011-12-01,3.086
"30Y US Bond",2011-12-02,3.025
"30Y US Bond",2011-12-03,3.025
"30Y US Bond",2011-12-04,3.025
"30Y US Bond",2011-12-05,3.020
"30Y US Bond",2011-12-06,3.098
"30Y US Bond",2011-12-07,3.064
"30Y US Bond",2011-12-08,2.995
"30Y US Bond",2011-12-09,3.109
"30Y US Bond",2011-12-10,3.109
"30Y US Bond",2011-12-11,3.109
"30Y US Bond",2011-12-12,3.057
"30Y US Bond",2011-12-13,3.006
"30Y US Bond",2011-12-14,2.907
"30Y US Bond",2011-12-15,2.919
"30Y US Bond",2011-12-16,2.849
"30Y US Bond",2011-12-17,2.849
"30Y US Bond",2011-12-18,2.849
"30Y US Bond",2011-12-19,2.788
"30Y US Bond",2011-12-20,2.925
"30Y US Bond",2011-12-21,3.004
"30Y US Bond",2011-12-22,2.984
"30Y US Bond",2011-12-23,3.052
"30Y US Bond",2011-12-24,3.052
"30Y US Bond",2011-12-25,3.052
"30Y US Bond",2011-12-26,3.052
"30Y US Bond",2011-12-27,3.029
"30Y US Bond",2011-12-28,2.919
"30Y US Bond",2011-12-29,2.900
"30Y US Bond",2011-12-30,2.891
"30Y US Bond",2011-12-31,2.891
"30Y US Bond",2012-01-01,2.891
"30Y US Bond",2012-01-02,2.891
"30Y US Bond",2012-01-03,2.987
"30Y US Bond",2012-01-04,3.032
"30Y US Bond",2012-01-05,3.064
"30Y US Bond",2012-01-06,3.016
"30Y US Bond",2012-01-07,3.016
"30Y US Bond",2012-01-08,3.016
"30Y US Bond",2012-01-09,3.022
"30Y US Bond",2012-01-10,3.018
"30Y US Bond",2012-01-11,2.965
"30Y US Bond",2012-01-12,2.973
"30Y US Bond",2012-01-13,2.915
"30Y US Bond",2012-01-14,2.915
"30Y US Bond",2012-01-15,2.915
"30Y US Bond",2012-01-16,2.915
"30Y US Bond",2012-01-17,2.901
"30Y US Bond",2012-01-18,2.957
"30Y US Bond",2012-01-19,3.043
"30Y US Bond",2012-01-20,3.102
"30Y US Bond",2012-01-21,3.102
"30Y US Bond",2012-01-22,3.102
"30Y US Bond",2012-01-23,3.135
"30Y US Bond",2012-01-24,3.149
"30Y US Bond",2012-01-25,3.152
"30Y US Bond",2012-01-26,3.094
"30Y US Bond",2012-01-27,3.057
"30Y US Bond",2012-01-28,3.057
"30Y US Bond",2012-01-29,3.057
"30Y US Bond",2012-01-30,2.997
"30Y US Bond",2012-01-31,2.938
"30Y US Bond",2012-02-01,2.996
"30Y US Bond",2012-02-02,3.007
"30Y US Bond",2012-02-03,3.123
"30Y US Bond",2012-02-04,3.123
"30Y US Bond",2012-02-05,3.123
"30Y US Bond",2012-02-06,3.093
"30Y US Bond",2012-02-07,3.149
"30Y US Bond",2012-02-08,3.149
"30Y US Bond",2012-02-09,3.182
"30Y US Bond",2012-02-10,3.136
"30Y US Bond",2012-02-11,3.136
"30Y US Bond",2012-02-12,3.136
"30Y US Bond",2012-02-13,3.122
"30Y US Bond",2012-02-14,3.087
"30Y US Bond",2012-02-15,3.091
"30Y US Bond",2012-02-16,3.142
"30Y US Bond",2012-02-17,3.146
"30Y US Bond",2012-02-18,3.146
"30Y US Bond",2012-02-19,3.146
"30Y US Bond",2012-02-20,3.146
"30Y US Bond",2012-02-21,3.209
"30Y US Bond",2012-02-22,3.144
"30Y US Bond",2012-02-23,3.135
"30Y US Bond",2012-02-24,3.099
"30Y US Bond",2012-02-25,3.099
"30Y US Bond",2012-02-26,3.099
"30Y US Bond",2012-02-27,3.045
"30Y US Bond",2012-02-28,3.074
"30Y US Bond",2012-02-29,3.082
"30Y US Bond",2012-03-01,3.151
"30Y US Bond",2012-03-02,3.106
"30Y US Bond",2012-03-03,3.106
"30Y US Bond",2012-03-04,3.106
"30Y US Bond",2012-03-05,3.144
"30Y US Bond",2012-03-06,3.080
"30Y US Bond",2012-03-07,3.120
"30Y US Bond",2012-03-08,3.175
"30Y US Bond",2012-03-09,3.180
"30Y US Bond",2012-03-10,3.180
"30Y US Bond",2012-03-11,3.180
"30Y US Bond",2012-03-12,3.174
"30Y US Bond",2012-03-13,3.268
"30Y US Bond",2012-03-14,3.406
"30Y US Bond",2012-03-15,3.410
"30Y US Bond",2012-03-16,3.408
"30Y US Bond",2012-03-17,3.408
"30Y US Bond",2012-03-18,3.408
"30Y US Bond",2012-03-19,3.479
"30Y US Bond",2012-03-20,3.450
"30Y US Bond",2012-03-21,3.384
"30Y US Bond",2012-03-22,3.366
"30Y US Bond",2012-03-23,3.308
"30Y US Bond",2012-03-24,3.308
"30Y US Bond",2012-03-25,3.308
"30Y US Bond",2012-03-26,3.344
"30Y US Bond",2012-03-27,3.300
"30Y US Bond",2012-03-28,3.308
"30Y US Bond",2012-03-29,3.272
"30Y US Bond",2012-03-30,3.343
"30Y US Bond",2012-03-31,3.343
"30Y US Bond",2012-04-01,3.343
"30Y US Bond",2012-04-02,3.322
"30Y US Bond",2012-04-03,3.430
"30Y US Bond",2012-04-04,3.357
"30Y US Bond",2012-04-05,3.327
"30Y US Bond",2012-04-06,3.208
"30Y US Bond",2012-04-07,3.208
"30Y US Bond",2012-04-08,3.208
"30Y US Bond",2012-04-09,3.197
"30Y US Bond",2012-04-10,3.130
"30Y US Bond",2012-04-11,3.197
"30Y US Bond",2012-04-12,3.213
"30Y US Bond",2012-04-13,3.135
"30Y US Bond",2012-04-14,3.135
"30Y US Bond",2012-04-15,3.135
"30Y US Bond",2012-04-16,3.129
"30Y US Bond",2012-04-17,3.142
"30Y US Bond",2012-04-18,3.125
"30Y US Bond",2012-04-19,3.124
"30Y US Bond",2012-04-20,3.118
"30Y US Bond",2012-04-21,3.118
"30Y US Bond",2012-04-22,3.118
"30Y US Bond",2012-04-23,3.089
"30Y US Bond",2012-04-24,3.128
"30Y US Bond",2012-04-25,3.152
"30Y US Bond",2012-04-26,3.125
"30Y US Bond",2012-04-27,3.120
"30Y US Bond",2012-04-28,3.120
"30Y US Bond",2012-04-29,3.120
"30Y US Bond",2012-04-30,3.114
"30Y US Bond",2012-05-01,3.148
"30Y US Bond",2012-05-02,3.117
"30Y US Bond",2012-05-03,3.122
"30Y US Bond",2012-05-04,3.072
"30Y US Bond",2012-05-05,3.072
"30Y US Bond",2012-05-06,3.072
"30Y US Bond",2012-05-07,3.059
"30Y US Bond",2012-05-08,3.037
"30Y US Bond",2012-05-09,3.029
"30Y US Bond",2012-05-10,3.042
"30Y US Bond",2012-05-11,3.014
"30Y US Bond",2012-05-12,3.014
"30Y US Bond",2012-05-13,3.014
"30Y US Bond",2012-05-14,2.926
"30Y US Bond",2012-05-15,2.921
"30Y US Bond",2012-05-16,2.898
"30Y US Bond",2012-05-17,2.782
"30Y US Bond",2012-05-18,2.802
"30Y US Bond",2012-05-19,2.802
"30Y US Bond",2012-05-20,2.802
"30Y US Bond",2012-05-21,2.808
"30Y US Bond",2012-05-22,2.872
"30Y US Bond",2012-05-23,2.816
"30Y US Bond",2012-05-24,2.877
"30Y US Bond",2012-05-25,2.849
"30Y US Bond",2012-05-26,2.849
"30Y US Bond",2012-05-27,2.849
"30Y US Bond",2012-05-28,2.849
"30Y US Bond",2012-05-29,2.854
"30Y US Bond",2012-05-30,2.713
"30Y US Bond",2012-05-31,2.641
"30Y US Bond",2012-06-01,2.528
"30Y US Bond",2012-06-02,2.528
"30Y US Bond",2012-06-03,2.528
"30Y US Bond",2012-06-04,2.564
"30Y US Bond",2012-06-05,2.641
"30Y US Bond",2012-06-06,2.736
"30Y US Bond",2012-06-07,2.743
"30Y US Bond",2012-06-08,2.743
"30Y US Bond",2012-06-09,2.743
"30Y US Bond",2012-06-10,2.743
"30Y US Bond",2012-06-11,2.706
"30Y US Bond",2012-06-12,2.770
"30Y US Bond",2012-06-13,2.716
"30Y US Bond",2012-06-14,2.740
"30Y US Bond",2012-06-15,2.693
"30Y US Bond",2012-06-16,2.693
"30Y US Bond",2012-06-17,2.693
"30Y US Bond",2012-06-18,2.661
"30Y US Bond",2012-06-19,2.734
"30Y US Bond",2012-06-20,2.726
"30Y US Bond",2012-06-21,2.688
"30Y US Bond",2012-06-22,2.761
"30Y US Bond",2012-06-23,2.761
"30Y US Bond",2012-06-24,2.761
"30Y US Bond",2012-06-25,2.676
"30Y US Bond",2012-06-26,2.700
"30Y US Bond",2012-06-27,2.693
"30Y US Bond",2012-06-28,2.682
"30Y US Bond",2012-06-29,2.754
"30Y US Bond",2012-06-30,2.754
"30Y US Bond",2012-07-01,2.754
"30Y US Bond",2012-07-02,2.694
"30Y US Bond",2012-07-03,2.740
"30Y US Bond",2012-07-04,2.740
"30Y US Bond",2012-07-05,2.718
"30Y US Bond",2012-07-06,2.663
"30Y US Bond",2012-07-07,2.663
"30Y US Bond",2012-07-08,2.663
"30Y US Bond",2012-07-09,2.622
"30Y US Bond",2012-07-10,2.602
"30Y US Bond",2012-07-11,2.611
"30Y US Bond",2012-07-12,2.562
"30Y US Bond",2012-07-13,2.578
"30Y US Bond",2012-07-14,2.578
"30Y US Bond",2012-07-15,2.578
"30Y US Bond",2012-07-16,2.556
"30Y US Bond",2012-07-17,2.604
"30Y US Bond",2012-07-18,2.596
"30Y US Bond",2012-07-19,2.611
"30Y US Bond",2012-07-20,2.546
"30Y US Bond",2012-07-21,2.546
"30Y US Bond",2012-07-22,2.546
"30Y US Bond",2012-07-23,2.510
"30Y US Bond",2012-07-24,2.458
"30Y US Bond",2012-07-25,2.453
"30Y US Bond",2012-07-26,2.503
"30Y US Bond",2012-07-27,2.621
"30Y US Bond",2012-07-28,2.621
"30Y US Bond",2012-07-29,2.621
"30Y US Bond",2012-07-30,2.579
"30Y US Bond",2012-07-31,2.550
"30Y US Bond",2012-08-01,2.597
"30Y US Bond",2012-08-02,2.553
"30Y US Bond",2012-08-03,2.649
"30Y US Bond",2012-08-04,2.649
"30Y US Bond",2012-08-05,2.649
"30Y US Bond",2012-08-06,2.652
"30Y US Bond",2012-08-07,2.721
"30Y US Bond",2012-08-08,2.753
"30Y US Bond",2012-08-09,2.760
"30Y US Bond",2012-08-10,2.748
"30Y US Bond",2012-08-11,2.748
"30Y US Bond",2012-08-12,2.748
"30Y US Bond",2012-08-13,2.755
"30Y US Bond",2012-08-14,2.831
"30Y US Bond",2012-08-15,2.921
"30Y US Bond",2012-08-16,2.956
"30Y US Bond",2012-08-17,2.931
"30Y US Bond",2012-08-18,2.931
"30Y US Bond",2012-08-19,2.931
"30Y US Bond",2012-08-20,2.925
"30Y US Bond",2012-08-21,2.901
"30Y US Bond",2012-08-22,2.808
"30Y US Bond",2012-08-23,2.786
"30Y US Bond",2012-08-24,2.800
"30Y US Bond",2012-08-25,2.800
"30Y US Bond",2012-08-26,2.800
"30Y US Bond",2012-08-27,2.761
"30Y US Bond",2012-08-28,2.749
"30Y US Bond",2012-08-29,2.766
"30Y US Bond",2012-08-30,2.748
"30Y US Bond",2012-08-31,2.668
"30Y US Bond",2012-09-01,2.668
"30Y US Bond",2012-09-02,2.668
"30Y US Bond",2012-09-03,2.668
"30Y US Bond",2012-09-04,2.683
"30Y US Bond",2012-09-05,2.709
"30Y US Bond",2012-09-06,2.797
"30Y US Bond",2012-09-07,2.821
"30Y US Bond",2012-09-08,2.821
"30Y US Bond",2012-09-09,2.821
"30Y US Bond",2012-09-10,2.806
"30Y US Bond",2012-09-11,2.853
"30Y US Bond",2012-09-12,2.919
"30Y US Bond",2012-09-13,2.928
"30Y US Bond",2012-09-14,3.092
"30Y US Bond",2012-09-15,3.092
"30Y US Bond",2012-09-16,3.092
"30Y US Bond",2012-09-17,3.036
"30Y US Bond",2012-09-18,3.009
"30Y US Bond",2012-09-19,2.960
"30Y US Bond",2012-09-20,2.944
"30Y US Bond",2012-09-21,2.947
"30Y US Bond",2012-09-22,2.947
"30Y US Bond",2012-09-23,2.947
"30Y US Bond",2012-09-24,2.901
"30Y US Bond",2012-09-25,2.851
"30Y US Bond",2012-09-26,2.782
"30Y US Bond",2012-09-27,2.842
"30Y US Bond",2012-09-28,2.823
"30Y US Bond",2012-09-29,2.823
"30Y US Bond",2012-09-30,2.823
"30Y US Bond",2012-10-01,2.813
"30Y US Bond",2012-10-02,2.815
"30Y US Bond",2012-10-03,2.818
"30Y US Bond",2012-10-04,2.888
"30Y US Bond",2012-10-05,2.970
"30Y US Bond",2012-10-06,2.970
"30Y US Bond",2012-10-07,2.970
"30Y US Bond",2012-10-08,2.970
"30Y US Bond",2012-10-09,2.925
"30Y US Bond",2012-10-10,2.885
"30Y US Bond",2012-10-11,2.848
"30Y US Bond",2012-10-12,2.831
"30Y US Bond",2012-10-13,2.831
"30Y US Bond",2012-10-14,2.831
"30Y US Bond",2012-10-15,2.848
"30Y US Bond",2012-10-16,2.918
"30Y US Bond",2012-10-17,3.004
"30Y US Bond",2012-10-18,3.011
"30Y US Bond",2012-10-19,2.935
"30Y US Bond",2012-10-20,2.935
"30Y US Bond",2012-10-21,2.935
"30Y US Bond",2012-10-22,2.972
"30Y US Bond",2012-10-23,2.904
"30Y US Bond",2012-10-24,2.954
"30Y US Bond",2012-10-25,2.962
"30Y US Bond",2012-10-26,2.912
"30Y US Bond",2012-10-27,2.912
"30Y US Bond",2012-10-28,2.912
"30Y US Bond",2012-10-29,2.882
"30Y US Bond",2012-10-30,2.882
"30Y US Bond",2012-10-31,2.860
"30Y US Bond",2012-11-01,2.907
"30Y US Bond",2012-11-02,2.906
"30Y US Bond",2012-11-03,2.906
"30Y US Bond",2012-11-04,2.906
"30Y US Bond",2012-11-05,2.869
"30Y US Bond",2012-11-06,2.922
"30Y US Bond",2012-11-07,2.829
"30Y US Bond",2012-11-08,2.752
"30Y US Bond",2012-11-09,2.747
"30Y US Bond",2012-11-10,2.747
"30Y US Bond",2012-11-11,2.747
"30Y US Bond",2012-11-12,2.747
"30Y US Bond",2012-11-13,2.723
"30Y US Bond",2012-11-14,2.726
"30Y US Bond",2012-11-15,2.732
"30Y US Bond",2012-11-16,2.734
"30Y US Bond",2012-11-17,2.734
"30Y US Bond",2012-11-18,2.734
"30Y US Bond",2012-11-19,2.761
"30Y US Bond",2012-11-20,2.821
"30Y US Bond",2012-11-21,2.820
"30Y US Bond",2012-11-22,2.820
"30Y US Bond",2012-11-23,2.829
"30Y US Bond",2012-11-24,2.829
"30Y US Bond",2012-11-25,2.829
"30Y US Bond",2012-11-26,2.803
"30Y US Bond",2012-11-27,2.787
"30Y US Bond",2012-11-28,2.803
"30Y US Bond",2012-11-29,2.797
"30Y US Bond",2012-11-30,2.810
"30Y US Bond",2012-12-01,2.810
"30Y US Bond",2012-12-02,2.810
"30Y US Bond",2012-12-03,2.798
"30Y US Bond",2012-12-04,2.779
"30Y US Bond",2012-12-05,2.780
"30Y US Bond",2012-12-06,2.772
"30Y US Bond",2012-12-07,2.809
"30Y US Bond",2012-12-08,2.809
"30Y US Bond",2012-12-09,2.809
"30Y US Bond",2012-12-10,2.798
"30Y US Bond",2012-12-11,2.841
"30Y US Bond",2012-12-12,2.896
"30Y US Bond",2012-12-13,2.906
"30Y US Bond",2012-12-14,2.866
"30Y US Bond",2012-12-15,2.866
"30Y US Bond",2012-12-16,2.866
"30Y US Bond",2012-12-17,2.945
"30Y US Bond",2012-12-18,3.001
"30Y US Bond",2012-12-19,2.993
"30Y US Bond",2012-12-20,2.982
"30Y US Bond",2012-12-21,2.934
"30Y US Bond",2012-12-22,2.934
"30Y US Bond",2012-12-23,2.934
"30Y US Bond",2012-12-24,2.944
"30Y US Bond",2012-12-25,2.944
"30Y US Bond",2012-12-26,2.922
"30Y US Bond",2012-12-27,2.902
"30Y US Bond",2012-12-28,2.868
"30Y US Bond",2012-12-29,2.868
"30Y US Bond",2012-12-30,2.868
"30Y US Bond",2012-12-31,2.952
"30Y US Bond",2013-01-01,2.952
"30Y US Bond",2013-01-02,3.040
"30Y US Bond",2013-01-03,3.125
"30Y US Bond",2013-01-04,3.100
"30Y US Bond",2013-01-05,3.100
"30Y US Bond",2013-01-06,3.100
"30Y US Bond",2013-01-07,3.101
"30Y US Bond",2013-01-08,3.065
"30Y US Bond",2013-01-09,3.062
"30Y US Bond",2013-01-10,3.081
"30Y US Bond",2013-01-11,3.045
"30Y US Bond",2013-01-12,3.045
"30Y US Bond",2013-01-13,3.045
"30Y US Bond",2013-01-14,3.036
"30Y US Bond",2013-01-15,3.026
"30Y US Bond",2013-01-16,3.011
"30Y US Bond",2013-01-17,3.072
"30Y US Bond",2013-01-18,3.026
"30Y US Bond",2013-01-19,3.026
"30Y US Bond",2013-01-20,3.026
"30Y US Bond",2013-01-21,3.026
"30Y US Bond",2013-01-22,3.026
"30Y US Bond",2013-01-23,3.022
"30Y US Bond",2013-01-24,3.046
"30Y US Bond",2013-01-25,3.132
"30Y US Bond",2013-01-26,3.132
"30Y US Bond",2013-01-27,3.132
"30Y US Bond",2013-01-28,3.144
"30Y US Bond",2013-01-29,3.184
"30Y US Bond",2013-01-30,3.180
"30Y US Bond",2013-01-31,3.168
"30Y US Bond",2013-02-01,3.228
"30Y US Bond",2013-02-02,3.228
"30Y US Bond",2013-02-03,3.228
"30Y US Bond",2013-02-04,3.162
"30Y US Bond",2013-02-05,3.213
"30Y US Bond",2013-02-06,3.172
"30Y US Bond",2013-02-07,3.175
"30Y US Bond",2013-02-08,3.163
"30Y US Bond",2013-02-09,3.163
"30Y US Bond",2013-02-10,3.163
"30Y US Bond",2013-02-11,3.174
"30Y US Bond",2013-02-12,3.189
"30Y US Bond",2013-02-13,3.235
"30Y US Bond",2013-02-14,3.178
"30Y US Bond",2013-02-15,3.180
"30Y US Bond",2013-02-16,3.180
"30Y US Bond",2013-02-17,3.180
"30Y US Bond",2013-02-18,3.180
"30Y US Bond",2013-02-19,3.209
"30Y US Bond",2013-02-20,3.201
"30Y US Bond",2013-02-21,3.165
"30Y US Bond",2013-02-22,3.152
"30Y US Bond",2013-02-23,3.152
"30Y US Bond",2013-02-24,3.152
"30Y US Bond",2013-02-25,3.061
"30Y US Bond",2013-02-26,3.081
"30Y US Bond",2013-02-27,3.098
"30Y US Bond",2013-02-28,3.090
"30Y US Bond",2013-03-01,3.055
"30Y US Bond",2013-03-02,3.055
"30Y US Bond",2013-03-03,3.055
"30Y US Bond",2013-03-04,3.088
"30Y US Bond",2013-03-05,3.107
"30Y US Bond",2013-03-06,3.153
"30Y US Bond",2013-03-07,3.201
"30Y US Bond",2013-03-08,3.248
"30Y US Bond",2013-03-09,3.248
"30Y US Bond",2013-03-10,3.248
"30Y US Bond",2013-03-11,3.260
"30Y US Bond",2013-03-12,3.216
"30Y US Bond",2013-03-13,3.220
"30Y US Bond",2013-03-14,3.242
"30Y US Bond",2013-03-15,3.212
"30Y US Bond",2013-03-16,3.212
"30Y US Bond",2013-03-17,3.212
"30Y US Bond",2013-03-18,3.183
"30Y US Bond",2013-03-19,3.131
"30Y US Bond",2013-03-20,3.198
"30Y US Bond",2013-03-21,3.135
"30Y US Bond",2013-03-22,3.149
"30Y US Bond",2013-03-23,3.149
"30Y US Bond",2013-03-24,3.149
"30Y US Bond",2013-03-25,3.146
"30Y US Bond",2013-03-26,3.143
"30Y US Bond",2013-03-27,3.086
"30Y US Bond",2013-03-28,3.104
"30Y US Bond",2013-03-29,3.104
"30Y US Bond",2013-03-30,3.104
"30Y US Bond",2013-03-31,3.104
"30Y US Bond",2013-04-01,3.078
"30Y US Bond",2013-04-02,3.100
"30Y US Bond",2013-04-03,3.057
"30Y US Bond",2013-04-04,2.991
"30Y US Bond",2013-04-05,2.877
"30Y US Bond",2013-04-06,2.877
"30Y US Bond",2013-04-07,2.877
"30Y US Bond",2013-04-08,2.911
"30Y US Bond",2013-04-09,2.938
"30Y US Bond",2013-04-10,3.005
"30Y US Bond",2013-04-11,2.997
"30Y US Bond",2013-04-12,2.918
"30Y US Bond",2013-04-13,2.918
"30Y US Bond",2013-04-14,2.918
"30Y US Bond",2013-04-15,2.868
"30Y US Bond",2013-04-16,2.908
"30Y US Bond",2013-04-17,2.880
"30Y US Bond",2013-04-18,2.863
"30Y US Bond",2013-04-19,2.883
"30Y US Bond",2013-04-20,2.883
"30Y US Bond",2013-04-21,2.883
"30Y US Bond",2013-04-22,2.879
"30Y US Bond",2013-04-23,2.901
"30Y US Bond",2013-04-24,2.895
"30Y US Bond",2013-04-25,2.905
"30Y US Bond",2013-04-26,2.862
"30Y US Bond",2013-04-27,2.862
"30Y US Bond",2013-04-28,2.862
"30Y US Bond",2013-04-29,2.875
"30Y US Bond",2013-04-30,2.880
"30Y US Bond",2013-05-01,2.829
"30Y US Bond",2013-05-02,2.820
"30Y US Bond",2013-05-03,2.955
"30Y US Bond",2013-05-04,2.955
"30Y US Bond",2013-05-05,2.955
"30Y US Bond",2013-05-06,2.980
"30Y US Bond",2013-05-07,2.997
"30Y US Bond",2013-05-08,2.987
"30Y US Bond",2013-05-09,2.995
"30Y US Bond",2013-05-10,3.096
"30Y US Bond",2013-05-11,3.096
"30Y US Bond",2013-05-12,3.096
"30Y US Bond",2013-05-13,3.127
"30Y US Bond",2013-05-14,3.200
"30Y US Bond",2013-05-15,3.162
"30Y US Bond",2013-05-16,3.096
"30Y US Bond",2013-05-17,3.170
"30Y US Bond",2013-05-18,3.170
"30Y US Bond",2013-05-19,3.170
"30Y US Bond",2013-05-20,3.175
"30Y US Bond",2013-05-21,3.132
"30Y US Bond",2013-05-22,3.218
"30Y US Bond",2013-05-23,3.190
"30Y US Bond",2013-05-24,3.175
"30Y US Bond",2013-05-25,3.175
"30Y US Bond",2013-05-26,3.175
"30Y US Bond",2013-05-27,3.175
"30Y US Bond",2013-05-28,3.327
"30Y US Bond",2013-05-29,3.266
"30Y US Bond",2013-05-30,3.281
"30Y US Bond",2013-05-31,3.278
"30Y US Bond",2013-06-01,3.278
"30Y US Bond",2013-06-02,3.278
"30Y US Bond",2013-06-03,3.267
"30Y US Bond",2013-06-04,3.314
"30Y US Bond",2013-06-05,3.245
"30Y US Bond",2013-06-06,3.240
"30Y US Bond",2013-06-07,3.343
"30Y US Bond",2013-06-08,3.343
"30Y US Bond",2013-06-09,3.343
"30Y US Bond",2013-06-10,3.371
"30Y US Bond",2013-06-11,3.318
"30Y US Bond",2013-06-12,3.372
"30Y US Bond",2013-06-13,3.313
"30Y US Bond",2013-06-14,3.304
"30Y US Bond",2013-06-15,3.304
"30Y US Bond",2013-06-16,3.304
"30Y US Bond",2013-06-17,3.350
"30Y US Bond",2013-06-18,3.341
"30Y US Bond",2013-06-19,3.424
"30Y US Bond",2013-06-20,3.518
"30Y US Bond",2013-06-21,3.595
"30Y US Bond",2013-06-22,3.595
"30Y US Bond",2013-06-23,3.595
"30Y US Bond",2013-06-24,3.557
"30Y US Bond",2013-06-25,3.629
"30Y US Bond",2013-06-26,3.583
"30Y US Bond",2013-06-27,3.534
"30Y US Bond",2013-06-28,3.499
"30Y US Bond",2013-06-29,3.499
"30Y US Bond",2013-06-30,3.499
"30Y US Bond",2013-07-01,3.477
"30Y US Bond",2013-07-02,3.475
"30Y US Bond",2013-07-03,3.493
"30Y US Bond",2013-07-04,3.493
"30Y US Bond",2013-07-05,3.708
"30Y US Bond",2013-07-06,3.708
"30Y US Bond",2013-07-07,3.708
"30Y US Bond",2013-07-08,3.636
"30Y US Bond",2013-07-09,3.651
"30Y US Bond",2013-07-10,3.683
"30Y US Bond",2013-07-11,3.626
"30Y US Bond",2013-07-12,3.635
"30Y US Bond",2013-07-13,3.635
"30Y US Bond",2013-07-14,3.635
"30Y US Bond",2013-07-15,3.595
"30Y US Bond",2013-07-16,3.582
"30Y US Bond",2013-07-17,3.577
"30Y US Bond",2013-07-18,3.636
"30Y US Bond",2013-07-19,3.559
"30Y US Bond",2013-07-20,3.559
"30Y US Bond",2013-07-21,3.559
"30Y US Bond",2013-07-22,3.549
"30Y US Bond",2013-07-23,3.580
"30Y US Bond",2013-07-24,3.645
"30Y US Bond",2013-07-25,3.646
"30Y US Bond",2013-07-26,3.622
"30Y US Bond",2013-07-27,3.622
"30Y US Bond",2013-07-28,3.622
"30Y US Bond",2013-07-29,3.671
"30Y US Bond",2013-07-30,3.674
"30Y US Bond",2013-07-31,3.646
"30Y US Bond",2013-08-01,3.754
"30Y US Bond",2013-08-02,3.688
"30Y US Bond",2013-08-03,3.688
"30Y US Bond",2013-08-04,3.688
"30Y US Bond",2013-08-05,3.732
"30Y US Bond",2013-08-06,3.729
"30Y US Bond",2013-08-07,3.685
"30Y US Bond",2013-08-08,3.675
"30Y US Bond",2013-08-09,3.636
"30Y US Bond",2013-08-10,3.636
"30Y US Bond",2013-08-11,3.630
"30Y US Bond",2013-08-12,3.683
"30Y US Bond",2013-08-13,3.759
"30Y US Bond",2013-08-14,3.747
"30Y US Bond",2013-08-15,3.806
"30Y US Bond",2013-08-16,3.847
"30Y US Bond",2013-08-17,3.847
"30Y US Bond",2013-08-18,3.866
"30Y US Bond",2013-08-19,3.901
"30Y US Bond",2013-08-20,3.854
"30Y US Bond",2013-08-21,3.921
"30Y US Bond",2013-08-22,3.875
"30Y US Bond",2013-08-23,3.798
"30Y US Bond",2013-08-24,3.798
"30Y US Bond",2013-08-25,3.801
"30Y US Bond",2013-08-26,3.767
"30Y US Bond",2013-08-27,3.692
"30Y US Bond",2013-08-28,3.736
"30Y US Bond",2013-08-29,3.713
"30Y US Bond",2013-08-30,3.716
"30Y US Bond",2013-08-31,3.716
"30Y US Bond",2013-09-01,3.716
"30Y US Bond",2013-09-02,3.736
"30Y US Bond",2013-09-03,3.793
